identifiers: ID,identifiers: URI (JONAS),identifiers: URI (Mirabile),identifiers: URI (Pinakes),identifiers: URI (VIAF),identifiers: other ref(s),identifiers: other URI(s),title: uniform,title: variant,title: ms,title: normalised,author: name,author: ID,author: affiliation,translator: name,translator: ID,translator: affiliation,language: text lang(s),language: main,language: other,incipit: incipit,subjects: list,subjects: URI(s),subjects: theology,subjects: documents,subjects: bible,subjects: literature,subjects: science,subjects: liturgy,subjects: history,subjects: law,subjects: philosophy,subjects: hagiography,subjects: medicine,subjects: christian literature,subjects: sermons,subjects: classical literature,subjects: monasticism and religious orders,subjects: grammar,subjects: clergy,subjects: rhetoric,subjects: geography,subjects: natural history,subjects: politics and government,subjects: music,subjects: indexes,subjects: conduct,subjects: heraldry,subjects: magic,subjects: bibliography,subjects: recreation,bibliography: repertory/ies,bibliography: repertory URI(s),bibliography: edition(s),bibliography: edition URI(s),bibliography: other bibl(s),bibliography: note(s)
work_1,,,,,,,"Aristides, Aelius, 117–187: Ad Capitonem, or. 47 d [Greek]",,"ad capitonem, or. 47 d",,"Aristides, Aelius, 117–187",person_89043754,,,,,,grc,,,classical literature,https://id.loc.gov/authorities/subjects/sh85026706.html,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_2,,,,,,,"Gregorius, Nazianzenus, 329–390: Ad cives Nazianzenos (or. 17) [Greek]",,ad cives nazianzenos,,"Gregorius, Nazianzenus, 329–390",person_108675755,,,,,,grc,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_3,,,,,,,"Gregorius, Nazianzenus, 329–390: Ad eos qui ipsum acciverant nec occurrerant (or. 3) [Greek]",,ad eos qui ipsum acciverant nec occurrerant,,"Gregorius, Nazianzenus, 329–390",person_108675755,,,,,,grc,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4,,,,,,,"Synesius, of Cyrene, Bishop of Ptolemais: Ad Paeonium de de dono astrolabii [Greek]",,ad paeonium de dono,,"Synesius, of Cyrene, Bishop of Ptolemais",person_102323982,,,,,,grc,,,science,https://id.loc.gov/authorities/subjects/sh85118553.html,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_5,,,,,,,"Gregorius, Nazianzenus, 329–390: Ad patrem (or. 12) [Greek]",,ad patrem,,"Gregorius, Nazianzenus, 329–390",person_108675755,,,,,,grc,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_6,,,,,,,"Gregorius, Nazianzenus, 329–390: Adversus Arianos et de seipso (or. 33) [Greek]",,adversus arianos et de seipso,,"Gregorius, Nazianzenus, 329–390",person_108675755,,,,,,grc,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_7,,,,,,,"Gregorius, Nazianzenus, 329–390: Adversus Eunomianos (or. 27)[Greek]",,adversus eunomianos,,"Gregorius, Nazianzenus, 329–390",person_108675755,,,,,,grc,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_8,,,,,,,"Gregorius, Nazianzenus, 329–390: Adversus Iulianum imperatorem prior invectiva (or. 4) [Greek]",,adversus iulianum imperatorem prior invectiva,,"Gregorius, Nazianzenus, 329–390",person_108675755,,,,,,grc,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_9,,,,,,,"Gregorius, Nazianzenus, 329–390: Adversus Iulianum secunda inuectiva (or. 5) [Greek]",,adversus iulianum secunda invectiva,,"Gregorius, Nazianzenus, 329–390",person_108675755,,,,,,grc,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_10,,,,,,,"Synesius, of Cyrene, Bishop of Ptolemais: Aegyptii sive de providentia [Greek]",,"aegyptii sive de providentia; aegyptii, sive de providentia; aegyptii",,"Synesius, of Cyrene, Bishop of Ptolemais",person_102323982,,,,,,grc,,,history,https://id.loc.gov/authorities/subjects/sh85061212.html,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_11,,,,,,,"Lucian, of Samosata: Amores [Greek]",,amores,,"Lucian, of Samosata",person_100218901,,,,,,grc,,,classical literature,https://id.loc.gov/authorities/subjects/sh85026706.html,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_12,,,,,,,Aristotle: Analytica posteriora [Greek],,analytica posteriora,,Aristotle,person_7524651,,,,,,grc,,,philosophy,https://id.loc.gov/authorities/subjects/sh85100849.html,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_13,,,,,,,Aristotle: Analytica priora [Greek],,analytica priora,,Aristotle,person_7524651,,,,,,grc,,,philosophy,https://id.loc.gov/authorities/subjects/sh85100849.html,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_15,,,,,,,"Aristides, Aelius, 117–187: Apellae genethliacus, including the προθεωρία, or. 30 k [Greek]",,"apellae genethliacus, including the προθεωρία, or. 30 k",,"Aristides, Aelius, 117–187",person_89043754,,,,,,grc,,,classical literature,https://id.loc.gov/authorities/subjects/sh85026706.html,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_16,,,,,,,"Gregorius, Nazianzenus, 329–390: Apologeticus ad patrem (or. 9) [Greek]",,apologeticus ad patrem,,"Gregorius, Nazianzenus, 329–390",person_108675755,,,,,,grc,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_17,,,,,,,"Gregorius, Nazianzenus, 329–390: Apologeticus de fuga (or. 2) [Greek]",,apologeticus de fuga,,"Gregorius, Nazianzenus, 329–390",person_108675755,,,,,,grc,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_19,,,,,,,"Lucian, of Samosata: Bis accusatus [Greek]",,bis accusatus,,"Lucian, of Samosata",person_100218901,,,,,,grc,,,classical literature,https://id.loc.gov/authorities/subjects/sh85026706.html,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_21,,,,,,,"Synesius, of Cyrene, Bishop of Ptolemais: Encomium caluitii [Greek]",,laus calvitii,,"Synesius, of Cyrene, Bishop of Ptolemais",person_102323982,,,,,,grc,,,literature,https://id.loc.gov/authorities/subjects/sh85077507.html,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_22,,,,,,,"Maximus, Confessor, Saint, pseudo: Capita de essentia [Greek]",,capita de essentia,,"Maximus, Confessor, Saint, pseudo",person_2540,,,,,,grc,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_23,,,https://pinakes.irht.cnrs.fr/notices/oeuvre/id/1034,,,,"Maximus, Confessor, Saint, approximately 580–662: Capita theologica et oeconomica [Greek]",capita theologica et economica,,,"Maximus, Confessor, Saint, approximately 580–662",person_106970843,,,,,,grc,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CPG 7694,https://clavis.brepols.net/clacla/OA/link.aspx?clavis=CPG&number=7694,,,"Marek Jankowiak and Phil Booth, 'A New Date-List of the Works of Maximus the Confessor', The Oxford Handbook of Maximus the Confessor, ed. Pauline Allen and Bronwen Neil (2015), no. 8",
work_24,,,,,,,"Lucian, of Samosata: Cataplus [Greek]",,cataplus,,"Lucian, of Samosata",person_100218901,,,,,,grc,,,classical literature,https://id.loc.gov/authorities/subjects/sh85026706.html,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_25,,,,,,,"Synesius, of Cyrene, Bishop of Ptolemais: Catastasis prima [Greek]",,catastasis prima,,"Synesius, of Cyrene, Bishop of Ptolemais",person_102323982,,,,,,grc,,,history,https://id.loc.gov/authorities/subjects/sh85061212.html,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_26,,,,,,,"Synesius, of Cyrene, Bishop of Ptolemais: Catastasis secunda [Greek]",Κατάϲταϲιϲ ῥηθεῖϲα ἐπὶ τῇ μεγίϲτῃ τῶν βαρβάρων ἐφόδῳ,,,"Synesius, of Cyrene, Bishop of Ptolemais",person_102323982,,,,,,grc,,,history,https://id.loc.gov/authorities/subjects/sh85061212.html,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_29,,,https://pinakes.irht.cnrs.fr/notices/oeuvre/id/12735,,,,"Psellus, Michael: Synopsis legum [Greek]",compendium legum,,,"Psellus, Michael",person_9856247,,,,,,grc,,,law,https://id.loc.gov/authorities/subjects/sh85075119.html,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,Iter Psellianum no. 1060 (Poe.8),
work_30,,,,,,,"Aristides, Aelius, 117–187: Contra genii sui desultores, or. 34 k [Greek]",,"contra genii sui desultores, or. 34 k",,"Aristides, Aelius, 117–187",person_89043754,,,,,,grc,,,classical literature,https://id.loc.gov/authorities/subjects/sh85026706.html,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_31,,,,,,,"Aristides, Aelius, 117–187: Contra incusantes quod non declamaret, or. 33 k [Greek]",,"contra incusantes quod non declamaret, or. 33 k",,"Aristides, Aelius, 117–187",person_89043754,,,,,,grc,,,classical literature,https://id.loc.gov/authorities/subjects/sh85026706.html,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_32,,,,,,,"Aristides, Aelius, 117–187: Contra Platonem pro rhetorica, or. 45 d [Greek]",,"contra platonem pro rhetorica, or. 45 d",,"Aristides, Aelius, 117–187",person_89043754,,,,,,grc,,,classical literature,https://id.loc.gov/authorities/subjects/sh85026706.html,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_33,,,,,,,"Basil, Saint, Bishop of Caesarea, approximately 329–379: De ascetica disciplina [Greek]",,de ascetica disciplina,,"Basil, Saint, Bishop of Caesarea, approximately 329–379",person_88967224,,,,,,grc,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_35,,,,,,,"Moschopoulos, Manuel, approximately 1265?-: De constructione nominum [Greek]",,de constructione nominum,,"Moschopoulos, Manuel, approximately 1265?-",person_32075977,,,,,,grc,,,grammar,https://id.loc.gov/authorities/subjects/sh85056259.html,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_36,,,,,,,"Gregory, of Nyssa, Saint, approximately 335–approximately 394: De defunctis in fide [Greek]",,de defunctis in fide,,"Gregory, of Nyssa, Saint, approximately 335–approximately 394",person_103646160,,,,,,grc,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_37,,,,,,,"Gregorius, Nazianzenus, 329–390: De dogmate et constitutione episcoporum (or. 20) [Greek]",,de dogmate et constitutione episcoporum,,"Gregorius, Nazianzenus, 329–390",person_108675755,,,,,,grc,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_38,,,,,,,"Psellus, Michael: De dogmate [Greek]",,de dogmate,,"Psellus, Michael",person_9856247,,,,,,grc,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,Iter Psellianum no. 1055 (Poe.3),
work_39,,,,,,,"Maximus, Confessor, Saint, approximately 580–662: De duabus christi naturis (Opusculum 13) [Greek]",,de duabus christi naturis,,"Maximus, Confessor, Saint, approximately 580–662",person_106970843,,,,,,grc,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CPG 7697.13; CPG 7707.16,https://clavis.brepols.net/clacla/OA/link.aspx?clavis=CPG&number=7697.13 https://clavis.brepols.net/clacla/OA/link.aspx?clavis=CPG&number=7707.16,,,,
work_40,,,,,,,"Maximus, Confessor, Saint, approximately 580–662: De duabus voluntatibus (Opusculum 25) [Greek]",,de duabus voluntatibus,,"Maximus, Confessor, Saint, approximately 580–662",person_106970843,,,,,,grc,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CPG 7697.25,https://clavis.brepols.net/clacla/OA/link.aspx?clavis=CPG&number=7697.25,,,,
work_41,,,,,,,"Gregory, of Nyssa, Saint, approximately 335–approximately 394: De infantibus praemature defunctis [Greek]",,de infantibus praemature defunctis,,"Gregory, of Nyssa, Saint, approximately 335–approximately 394",person_103646160,,,,,,grc,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_42,,,https://pinakes.irht.cnrs.fr/notices/oeuvre/id/2962,,,,"Synesius, of Cyrene, Bishop of Ptolemais: De insomniis [Greek]",,de insomniis,,"Synesius, of Cyrene, Bishop of Ptolemais",person_102323982,,,,,,grc,,,science,https://id.loc.gov/authorities/subjects/sh85118553.html,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_43,,,,,,,Aristotle: De interpretatione [Greek],,de interpretatione,,Aristotle,person_7524651,,,,,,grc,,,philosophy,https://id.loc.gov/authorities/subjects/sh85100849.html,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_44,,,,,,,"Gregorius, Nazianzenus, 329–390: De moderatione in disputationibus (or. 32) [Greek]",,de moderatione in disputationibus,,"Gregorius, Nazianzenus, 329–390",person_108675755,,,,,,grc,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_45,,,https://pinakes.irht.cnrs.fr/notices/oeuvre/id/9453,,,,"Maximus, Confessor, Saint, approximately 580–662: Mystagogia [Greek]",de mystagogia ecclestiaca,,,"Maximus, Confessor, Saint, approximately 580–662",person_106970843,,,,,,grc,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,CPG 7704,https://clavis.brepols.net/clacla/OA/link.aspx?clavis=CPG&number=7704,,,,
work_46,,,,,,,"Psellus, Michael: De nomocanone [Greek]",,de nomocanone,,"Psellus, Michael",person_9856247,,,,,,grc,,,law,https://id.loc.gov/authorities/subjects/sh85075119.html,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_47,,,,,,,"Gregory, of Nyssa, Saint, approximately 335–approximately 394: De perfectione christiana [Greek]",,de perfectione christiana,,"Gregory, of Nyssa, Saint, approximately 335–approximately 394",person_103646160,,,,,,grc,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_49,,,,,,,"Zonaras, Joannes, active 12th century: De psalmis gradualibus [Greek]",,de psalmis gradualibus,,"Zonaras, Joannes, active 12th century",person_165059778,,,,,,grc,,,liturgy,https://id.loc.gov/authorities/subjects/sh85077734.html,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_51,,,,,,,"Basil, Saint, Bishop of Caesarea, approximately 329–379: De renuntiatione [Greek]",,de renuntiatione,,"Basil, Saint, Bishop of Caesarea, approximately 329–379",person_88967224,,,,,,grc,,,"theology, monasticism and religious orders",https://id.loc.gov/authorities/subjects/sh85134665.html https://id.loc.gov/authorities/subjects/sh85086717.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_52,,,,,,,"Gregorius, Nazianzenus, 329–390: De seipso et ad eos qui ipsum cathedram Cpolitanam affectare dicebant (or. 36) [Greek]",,de seipso et ad eos qui ipsum cathedram cpolitanam affectare dicebant,,"Gregorius, Nazianzenus, 329–390",person_108675755,,,,,,grc,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_53,,,,,,,Libanius: Descriptio ii [Greek],,descriptio ii,,Libanius,person_17225859,,,,,,grc,,,rhetoric,https://id.loc.gov/authorities/subjects/sh85113628.html,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,
work_54,,,,,,,"Synesius, of Cyrene, Bishop of Ptolemais: Dio [Greek]",,dio; dion,,"Synesius, of Cyrene, Bishop of Ptolemais",person_102323982,,,,,,grc,,,"literature, philosophy",https://id.loc.gov/authorities/subjects/sh85077507.html https://id.loc.gov/authorities/subjects/sh85100849.html,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_55,,,,,,,"Lucian, of Samosata: Doris et Galatea [Greek]",,doris et galatea,,"Lucian, of Samosata",person_100218901,,,,,,grc,,,classical literature,https://id.loc.gov/authorities/subjects/sh85026706.html,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_56,,,,,,,"Aristides, Aelius, 117–187: Eleusinius, or. 22 k [Greek]",,"eleusinius, or. 22 k",,"Aristides, Aelius, 117–187",person_89043754,,,,,,grc,,,classical literature,https://id.loc.gov/authorities/subjects/sh85026706.html,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_57,,,,,,,"Aristides, Aelius, 117–187: Encomium Romae, or. 26 k [Greek]",,"encomium romae, or. 26 k",,"Aristides, Aelius, 117–187",person_89043754,,,,,,grc,,,classical literature,https://id.loc.gov/authorities/subjects/sh85026706.html,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_59,,,,,,,"Aristides, Aelius, 117–187: Epistola ad imperatores de Smyrna, or. 19 k [Greek]",,"epistola ad imperatores de smyrna, or. 19 k",,"Aristides, Aelius, 117–187",person_89043754,,,,,,grc,,,classical literature,https://id.loc.gov/authorities/subjects/sh85026706.html,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_62,,,,,,,"Maximus, Confessor, Saint, approximately 580–662: Epistula 15 [Greek]",,epistula 15,,"Maximus, Confessor, Saint, approximately 580–662",person_106970843,,,,,,grc,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_64,,,,,,,"John,‏ Climacus, Saint,‏ active 6th century‏: Epistula [Greek]",,epistula,,"John,‏ Climacus, Saint,‏ active 6th century‏",person_268286342,,,,,,grc,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_65,,,,,,,"Synesius, of Cyrene, Bishop of Ptolemais: Epistulae [Greek]",,epistulae,,"Synesius, of Cyrene, Bishop of Ptolemais",person_102323982,,,,,,grc,,,literature,https://id.loc.gov/authorities/subjects/sh85077507.html,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_67,,,,,,,"Basil, Saint, Bishop of Caesarea, approximately 329–379: Epitimia [Greek]",,epitimia,,"Basil, Saint, Bishop of Caesarea, approximately 329–379",person_88967224,,,,,,grc,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_69,,,,,,,"Nicephorus, Blemmydes, 1197–1272: Epitome physica [Greek]",,epitome physica,,"Nicephorus, Blemmydes, 1197–1272",person_32134390,,,,,,grc,,,natural history,https://id.loc.gov/authorities/subjects/sh85090222.html,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
work_70,,,,,,,Libanius: Ethopoeia [Greek],,ethopoeia,,Libanius,person_17225859,,,,,,grc,,,rhetoric,https://id.loc.gov/authorities/subjects/sh85113628.html,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,,,,,
work_72,,,,,,,"Gregorius, Nazianzenus, 329–390: Funebris in laudem Caesarii fratris (or. 7) [Greek]",,funebris in laudem caesarii fratris,,"Gregorius, Nazianzenus, 329–390",person_108675755,,,,,,grc,,,sermons,https://id.loc.gov/authorities/subjects/sh85120261.html,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_73,,,,,,,"Gregorius, Nazianzenus, 329–390: Funebris in laudem sororis suae Gorgoniae (or. 8) [Greek]",,funebris in laudem sororis suae gorgoniae,,"Gregorius, Nazianzenus, 329–390",person_108675755,,,,,,grc,,,sermons,https://id.loc.gov/authorities/subjects/sh85120261.html,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_74,,,,,,,"Gregorius, Nazianzenus, 329–390: Funebris in patrem (or. 18) [Greek]",,funebris in patrem,,"Gregorius, Nazianzenus, 329–390",person_108675755,,,,,,grc,,,sermons,https://id.loc.gov/authorities/subjects/sh85120261.html,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_75,,,,,,,"Maximus, Confessor, Saint, pseudo: Gnosticae sententiae [Greek]",,gnosticae sententiae,,"Maximus, Confessor, Saint, pseudo",person_2540,,,,,,grc,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_76,,,,,,,"Gregorius, Nazianzenus, 329–390: Habita in consecratione Eulalii Doarensium episcopi (or. 13) [Greek]",,habita in consecratione eulalii doarensium episcopi,,"Gregorius, Nazianzenus, 329–390",person_108675755,,,,,,grc,,,sermons,https://id.loc.gov/authorities/subjects/sh85120261.html,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_77,,,,,,,"Synesius, of Cyrene, Bishop of Ptolemais: Homilia prima [Greek]",,homilia prima; ὁμιλία αʹ,,"Synesius, of Cyrene, Bishop of Ptolemais",person_102323982,,,,,,grc,,,sermons,https://id.loc.gov/authorities/subjects/sh85120261.html,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_78,,,,,,,"Synesius, of Cyrene, Bishop of Ptolemais: Homilia secunda [Greek]",,homilia secunda; ὁμιλία βʹ,,"Synesius, of Cyrene, Bishop of Ptolemais",person_102323982,,,,,,grc,,,sermons,https://id.loc.gov/authorities/subjects/sh85120261.html,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_79,,,,,,,"Synesius, of Cyrene, Bishop of Ptolemais: Hymni [Greek]",,hymni,,"Synesius, of Cyrene, Bishop of Ptolemais",person_102323982,,,,,,grc,,,christian literature,https://id.loc.gov/authorities/subjects/sh85025107.html,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_80,,,,,,,"Lucian, of Samosata: Icaromenippus [Greek]",,icaromenippus,,"Lucian, of Samosata",person_100218901,,,,,,grc,,,classical literature,https://id.loc.gov/authorities/subjects/sh85026706.html,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_81,,,,,,,"Aristides, Aelius, 117–187: In Aegeum pelagus, or. 44 k [Greek]",,"in aegeum pelagus, or. 44 k",,"Aristides, Aelius, 117–187",person_89043754,,,,,,grc,,,classical literature,https://id.loc.gov/authorities/subjects/sh85026706.html,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_82,,,,,,,"Gregorius, Nazianzenus, 329–390: In Aegyptiorum adventum (or. 34) [Greek]",,in aegyptiorum adventum,,"Gregorius, Nazianzenus, 329–390",person_108675755,,,,,,grc,,,sermons,https://id.loc.gov/authorities/subjects/sh85120261.html,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_83,,,,,,,"Aristides, Aelius, 117–187: In Aesculapium, or. 42 k [Greek]",,"in aesculapium, or. 42 k",,"Aristides, Aelius, 117–187",person_89043754,,,,,,grc,,,classical literature,https://id.loc.gov/authorities/subjects/sh85026706.html,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
