identifiers: ID,identifiers: URI (JONAS),identifiers: URI (Mirabile),identifiers: URI (Pinakes),identifiers: URI (VIAF),identifiers: other ref(s),identifiers: other URI(s),title: uniform,title: variant,title: ms,title: normalised,author: name,author: ID,author: affiliation,translator: name,translator: ID,translator: affiliation,language: text lang(s),language: main,language: other,incipit: incipit,subjects: list,subjects: URI(s),subjects: theology,subjects: documents,subjects: bible,subjects: literature,subjects: science,subjects: liturgy,subjects: history,subjects: law,subjects: philosophy,subjects: hagiography,subjects: medicine,subjects: christian literature,subjects: sermons,subjects: classical literature,subjects: monasticism and religious orders,subjects: grammar,subjects: clergy,subjects: rhetoric,subjects: geography,subjects: natural history,subjects: politics and government,subjects: music,subjects: indexes,subjects: conduct,subjects: heraldry,subjects: magic,subjects: bibliography,subjects: recreation,bibliography: repertory/ies,bibliography: repertory URI(s),bibliography: edition(s),bibliography: edition URI(s),bibliography: other bibl(s),bibliography: note(s)
work_4714,,,,,,,"Theodorus, Prodromus, –1166: Oration [Greek]",,oration,,"Theodorus, Prodromus, –1166",person_100213249,,,,,,grc,,,literature,https://id.loc.gov/authorities/subjects/sh85077507.html,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4715,,,,,,,"Theodore, Studites, Saint, 759–826: Hymni graduales [Greek]",,hymni graduales,,"Theodore, Studites, Saint, 759–826",person_4998806,,,,,,grc,,,christian literature,https://id.loc.gov/authorities/subjects/sh85025107.html,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4716,,,,,,,"Theodore, Studites, Saint, 759–826: Magnae catecheses [Greek]",,magnae catecheses,,"Theodore, Studites, Saint, 759–826",person_4998806,,,,,,grc,,,monasticism and religious orders,https://id.loc.gov/authorities/subjects/sh85086717.html,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4717,,,,,,,"Theodore, Studites, Saint, 759–826: Parva catechesis siue sermones catechetici [Greek]",,parva catechesis siue sermones catechetici,,"Theodore, Studites, Saint, 759–826",person_4998806,,,,,,grc,,,sermons,https://id.loc.gov/authorities/subjects/sh85120261.html,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4718,,,https://pinakes.irht.cnrs.fr/notices/oeuvre/id/1193,,,,"Theodore, Studites, Saint, 759–826: Catecheses [Greek]",,sermones catechetici,,"Theodore, Studites, Saint, 759–826",person_4998806,,,,,,grc,,,monasticism and religious orders,https://id.loc.gov/authorities/subjects/sh85086717.html,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,Used when more exact idenification of the text is uncertain.
work_4719,,,,,,,"Theodore, Studites, Saint, 759–826: Περὶ τῆϲ τυροφάγου [Greek]",,περὶ τῆϲ τυροφάγου,,"Theodore, Studites, Saint, 759–826",person_4998806,,,,,,grc,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4720,,,,,,,"Theodorus, Bishop of Petra, active 6th century: Vita S. Theodosii [Greek]",,vita s. theodosii,,"Theodorus, Bishop of Petra, active 6th century",person_22684146,,,,,,grc,,,hagiography,https://id.loc.gov/authorities/subjects/sh85058266.html,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4722,,,,,,,"Theodosius, of Alexandria, the grammarian, c. 4th–5th cent.: Περὶ ὀρθογραφίαϲ [Greek]",,περὶ ὀρθογραφίαϲ,,"Theodosius, of Alexandria, the grammarian, c. 4th–5th cent.",person_20069718,,,,,,grc,,,grammar,https://id.loc.gov/authorities/subjects/sh85056259.html,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4723,,,,,,,"Theodosius, of Alexandria, the grammarian, c. 4th–5th cent.: Excerpta de dialectis [Greek]",,excerpta de dialectis,,"Theodosius, of Alexandria, the grammarian, c. 4th–5th cent.",person_20069718,,,,,,grc,,,"grammar, classical literature",https://id.loc.gov/authorities/subjects/sh85056259.html https://id.loc.gov/authorities/subjects/sh85026706.html,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4724,,,https://pinakes.irht.cnrs.fr/notices/oeuvre/id/11892,,,,"Theodosius, of Alexandria, the grammarian, c. 4th–5th cent.: Quaestiones grammaticales [Greek]",,quaestiones grammaticales; erotemata grammaticalia,,"Theodosius, of Alexandria, the grammarian, c. 4th–5th cent.",person_20069718,,,,,,grc,,,"grammar, classical literature",https://id.loc.gov/authorities/subjects/sh85056259.html https://id.loc.gov/authorities/subjects/sh85026706.html,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4725,,,,,,,"Theodosius, of Alexandria, the grammarian, c. 4th–5th cent.: Lexicon on the canons of st. john of damascus [Greek]",,lexicon on the canons of st. john of damascus,,"Theodosius, of Alexandria, the grammarian, c. 4th–5th cent.",person_20069718,,,,,,grc,,,grammar,https://id.loc.gov/authorities/subjects/sh85056259.html,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4726,,,,,,,"Theodosius, active 1st century B.C.: De diebus et noctibus [Greek]",,de diebus et noctibus,,"Theodosius, active 1st century B.C.",person_25377100,,,,,,grc,,,"classical literature, science",https://id.loc.gov/authorities/subjects/sh85026706.html https://id.loc.gov/authorities/subjects/sh85118553.html,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4727,,,https://pinakes.irht.cnrs.fr/notices/oeuvre/id/2783,,,,"Theodosius, active 1st century B.C.: De locis habitabilibus [Greek]",,de locis habitabilibus,,"Theodosius, active 1st century B.C.",person_25377100,,,,,,grc,,,"classical literature, science",https://id.loc.gov/authorities/subjects/sh85026706.html https://id.loc.gov/authorities/subjects/sh85118553.html,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4728,,,,,,,"Theodosius, active 1st century B.C.: Sphaerica [Greek]",,sphaerica,,"Theodosius, active 1st century B.C.",person_25377100,,,,,,grc,,,"classical literature, science",https://id.loc.gov/authorities/subjects/sh85026706.html https://id.loc.gov/authorities/subjects/sh85118553.html,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4729,,,,,,,"Theodulf, Bishop of Orléans, approximately 760–821: Capitula [Latin]",,capitula,,"Theodulf, Bishop of Orléans, approximately 760–821",person_72751795,,,,,,la,,,law,https://id.loc.gov/authorities/subjects/sh85075119.html,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4730,,,,,,,"Theodulf, Bishop of Orléans, approximately 760–821: De ordine baptismatis [Latin]",,de ordine baptismatis,,"Theodulf, Bishop of Orléans, approximately 760–821",person_72751795,,,,,,la,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4731,,http://www.mirabileweb.it/title/expositio-missae-dominus-vobiscum-title/167292,,,,,Expositio missae ‘Dominus vobiscum’ [Latin],,,,,,,,,,,la,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,"Corey M. Nason, ‘The Mass Commentary Dominus Vobiscum. Its Textual Transmission and the Question of Authorship’, Revue bénédictine 114 (2004) 75–91","Attributed to Theodulf of Orléans, Amalarius of Metz, etc.; see Nason."
work_4732,,,,,,,"Theodulf, Bishop of Orléans, approximately 760–821: Capitula (tr.) [Old English]",,capitula,,"Theodulf, Bishop of Orléans, approximately 760–821",person_72751795,,,,,,ang,,,law,https://id.loc.gov/authorities/subjects/sh85075119.html,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,"cf. Ker, Cat. MSS. Containing Anglo-Saxon, no. 380",
work_4733,,,,,,,"Theodulus, active 9th century: Ecloga [Latin]",,ecloga,,"Theodulus, active 9th century",person_56961813,,,,,,la,,,christian literature,https://id.loc.gov/authorities/subjects/sh85025107.html,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4734,,,https://pinakes.irht.cnrs.fr/notices/oeuvre/id/1484,,,,"Theon, of Alexandria, active 364: Commentarium paruum on Ptolemy's 'Handy tables' [Greek]",,edition of ptolemy's 'handy tables'; edition of ptolemy's 'handy tables',,"Theon, of Alexandria, active 364",person_88940669,,,,,,grc,,,science,https://id.loc.gov/authorities/subjects/sh85118553.html,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4735,,,,,,,"Theon, of Alexandria, active 364: Works [Greek]",,works,,"Theon, of Alexandria, active 364",person_88940669,,,,,,grc,,,science,https://id.loc.gov/authorities/subjects/sh85118553.html,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4736,,,https://pinakes.irht.cnrs.fr/notices/oeuvre/id/7187,,,,"Philagathus of Cerami, -after 1154: Sermons [Greek]",homiliae,,,"Philagathus of Cerami, -after 1154",person_76672009,,,,,,grc,,,sermons,https://id.loc.gov/authorities/subjects/sh85120261.html,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4737,,,,,,,"Theophanes, Bishop of Nicaea, –1381: Works [Greek]",,works,,"Theophanes, Bishop of Nicaea, –1381",person_279870572,,,,,,grc,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4738,,,,,,,"Theophilus, 7th cent., writer on urines: Liber urinarum [Latin]",,liber urinarum; de urinis,,"Theophilus, 7th cent., writer on urines",person_2376,,,,,,la,,,medicine,https://id.loc.gov/authorities/subjects/sh85083064.html,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4739,,,,,,,"Korydalleus, Theophilos, approximately 1570–1646: Prologomena in Aristotelis logicam [Greek]",,prologomena in aristotelis logicam,,"Korydalleus, Theophilos, approximately 1570–1646",person_212118949,,,,,,grc,,,philosophy,https://id.loc.gov/authorities/subjects/sh85100849.html,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4740,,,,,,,Theophrastus: Characters [Latin],characteres,,,Theophrastus,person_265397758,,,,,,la,,,classical literature,https://id.loc.gov/authorities/subjects/sh85026706.html,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4743,,,https://pinakes.irht.cnrs.fr/notices/oeuvre/id/8741,,,,"Theophylactus, of Ochrida, Archbishop of Ochrida, approximately 1050–approximately 1108: Commentaries on the Minor Prophets [Greek]",In Xii Prophetas,,,"Theophylactus, of Ochrida, Archbishop of Ochrida, approximately 1050–approximately 1108",person_69730041,,,,,,grc,,,bible,https://id.loc.gov/authorities/subjects/sh85013576.html,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4744,,,https://pinakes.irht.cnrs.fr/notices/oeuvre/id/7844,,,,"Theophylactus, of Ochrida, Archbishop of Ochrida, approximately 1050–approximately 1108: Commentary on Gospels [Greek]",In Euangelia,,,"Theophylactus, of Ochrida, Archbishop of Ochrida, approximately 1050–approximately 1108",person_69730041,,,,,,grc,,,bible,https://id.loc.gov/authorities/subjects/sh85013576.html,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4745,,,,,,,"Theophylactus, of Ochrida, Archbishop of Ochrida, approximately 1050–approximately 1108: Commentary on the Epistles of St Paul [Greek]",,commentary on the epistles of st paul; commentary on st. paul's epistles; commentary on the epistles of st. paul,,"Theophylactus, of Ochrida, Archbishop of Ochrida, approximately 1050–approximately 1108",person_69730041,,,,,,grc,,,bible,https://id.loc.gov/authorities/subjects/sh85013576.html,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4746,,,,,,,"Thierry, de Chartres, approximately 1100–approximately 1150: Commentary on Boethius, De hebdomadibus [Latin]",,"commentary on boethius, de hebdomadibus",,"Thierry, de Chartres, approximately 1100–approximately 1150",person_106964309,,,,,,la,,,philosophy,https://id.loc.gov/authorities/subjects/sh85100849.html,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4747,,,,,,,"Thierry, de Chartres, approximately 1100–approximately 1150: Commentary on Boethius, Opuscula sacra [Latin]",,"commentary on boethius, opuscula sacra",,"Thierry, de Chartres, approximately 1100–approximately 1150",person_106964309,,,,,,la,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4748,,,,,,,"Theodoricus, Sancti Trudonis, 1066–1107: De mirabilibus mundi [Latin]",,de mirabilibus mundi,,"Theodoricus, Sancti Trudonis, 1066–1107",person_120906504,,,,,,la,,,geography,https://id.loc.gov/authorities/subjects/sh85053986.html,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
work_4749,,,,,,,"Thomas, 12th cent., author of 'Tristan': Tristran [Anglo-Norman]",,tristran,,"Thomas, 12th cent., author of 'Tristan'",person_3145602320601360084,,,,,,xno,,,literature,https://id.loc.gov/authorities/subjects/sh85077507.html,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4750,,,,,,,"Thomas, Agnellus, ca. 1183: Sermones de diuersis [Latin]",,sermones de diuersis,,"Thomas, Agnellus, ca. 1183",person_66823159,,,,,,la,,,sermons,https://id.loc.gov/authorities/subjects/sh85120261.html,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4751,,,,,,,"Caffarini, Tommaso: Legenda beatae Mariae de Venetiis [Latin]",,legenda beatae mariae de venetiis,,"Caffarini, Tommaso",person_89256025,,,,,,la,,,hagiography,https://id.loc.gov/authorities/subjects/sh85058266.html,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4752,,,,,,,"Caffarini, Tommaso & Bartholomaeus, Dominici, 1343–1415: Tractatus de ordine fratrum [Latin]",,,,"Caffarini, Tommaso; Bartholomaeus, Dominici, 1343–1415",person_89256025 person_34882173,,,,,,la,,,monasticism and religious orders,https://id.loc.gov/authorities/subjects/sh85086717.html,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4753,,,,,,,"Aquinas, Thomas, Saint, 1225–1274: Catena aurea [Latin]",catena aurea in quatuor euangelia; catena aurea on gospels of saints matthew and mark; catena aurea on the gospels,,,"Aquinas, Thomas, Saint, 1225–1274",person_264344179,,,,,,la,,,bible,https://id.loc.gov/authorities/subjects/sh85013576.html,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4754,,,,,,,"Aquinas, Thomas, Saint, 1225–1274: Collationes de decem praeceptis [Latin]",collationes de decem preceptis,,,"Aquinas, Thomas, Saint, 1225–1274",person_264344179,,,,,,la,,,"theology, bible",https://id.loc.gov/authorities/subjects/sh85134665.html https://id.loc.gov/authorities/subjects/sh85013576.html,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4755,,,,,,,"Aquinas, Thomas, Saint, 1225–1274: Commentary on Aristotle, Ethics [Latin]","commentary on aristotle, ethica nicomachea",,,"Aquinas, Thomas, Saint, 1225–1274",person_264344179,,,,,,la,,,philosophy,https://id.loc.gov/authorities/subjects/sh85100849.html,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4756,,,,,,,"Aquinas, Thomas, Saint, 1225–1274: Commentary on Aristotle, Metaphysics [Latin]",,,,"Aquinas, Thomas, Saint, 1225–1274",person_264344179,,,,,,la,,,philosophy,https://id.loc.gov/authorities/subjects/sh85100849.html,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4757,,http://www.mirabileweb.it/title/scriptum-super-libros-sententiarum-thomas-de-aquin-title/4201,,,,,"Aquinas, Thomas, Saint, 1225–1274: Scriptum super libros Sententiarum [Latin]","Aquinas, Thomas, Saint, 1225–1274: Commentary on Peter Lombard, Sentences [Latin]; commentary on peter lombard, sententiae; commentary on the sentences; Scriptum super libros Sententiarum (Commentarium in libros Sententiarum )",,,"Aquinas, Thomas, Saint, 1225–1274",person_264344179,,,,,,la,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,"; Stegmüller, Sent., 846",
work_4758,,,,,,,"Aquinas, Thomas, Saint, 1225–1274: Commentary on the De causis [Latin]",,,,"Aquinas, Thomas, Saint, 1225–1274",person_264344179,,,,,,la,,,philosophy,https://id.loc.gov/authorities/subjects/sh85100849.html,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4759,,,,,,,"Aquinas, Thomas, Saint, 1225–1274: Compendium theologiae [Latin]",,,,"Aquinas, Thomas, Saint, 1225–1274",person_264344179,,,,,,la,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4760,,,,,,,"Aquinas, Thomas, Saint, 1225–1274: Contra doctrinam retrahentium [Latin]",,,,"Aquinas, Thomas, Saint, 1225–1274",person_264344179,,,,,,la,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4762,,,,,,,"Aquinas, Thomas, Saint, 1225–1274: Contra impugnantes [Latin]",,,,"Aquinas, Thomas, Saint, 1225–1274",person_264344179,,,,,,la,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4763,,,,,,,"Aquinas, Thomas, Saint, 1225–1274: Contra libellum Willelmi de Sancto Amore [Latin]",,,,"Aquinas, Thomas, Saint, 1225–1274",person_264344179,,,,,,la,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4764,,,,,,,"Aquinas, Thomas, Saint, 1225–1274: De angelis [Latin]",,,,"Aquinas, Thomas, Saint, 1225–1274",person_264344179,,,,,,la,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4765,,,,,,,"Aquinas, Thomas, Saint, 1225–1274: De articulis fidei et ecclesiae sacramentis [Latin]",,,,"Aquinas, Thomas, Saint, 1225–1274",person_264344179,,,,,,la,,,"liturgy, theology, clergy",https://id.loc.gov/authorities/subjects/sh85077734.html https://id.loc.gov/authorities/subjects/sh85134665.html https://id.loc.gov/authorities/subjects/sh85026944.html,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4766,,,,,,,"Aquinas, Thomas, Saint, 1225–1274: De ente et essentia [Latin]",,,,"Aquinas, Thomas, Saint, 1225–1274",person_264344179,,,,,,la,,,philosophy,https://id.loc.gov/authorities/subjects/sh85100849.html,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4767,,,,,,,"Aquinas, Thomas, Saint, 1225–1274: De fallaciis [Latin]",fallaciae,,,"Aquinas, Thomas, Saint, 1225–1274",person_264344179,,,,,,la,,,philosophy,https://id.loc.gov/authorities/subjects/sh85100849.html,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4768,,,,,,,"Aquinas, Thomas, Saint, 1225–1274: De officio sacerdotis [Latin]",,,,"Aquinas, Thomas, Saint, 1225–1274",person_264344179,,,,,,la,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4769,,,,,,,"Aquinas, Thomas, Saint, 1225–1274: De perfectione spiritualis uitae [Latin]",de perfectione spiritualis vitae,,,"Aquinas, Thomas, Saint, 1225–1274",person_264344179,,,,,,la,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4770,,,,,,,"Aquinas, Thomas, Saint, 1225–1274: De principiis naturae [Latin]",,,,"Aquinas, Thomas, Saint, 1225–1274",person_264344179,,,,,,la,,,natural history,https://id.loc.gov/authorities/subjects/sh85090222.html,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
work_4771,,,,,,,"Aquinas, Thomas, Saint, 1225–1274: De spiritualibus creaturis [Latin]",,,,"Aquinas, Thomas, Saint, 1225–1274",person_264344179,,,,,,la,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4773,,,,,,,"Aquinas, Thomas, Saint, 1225–1274: Lectura super Iohannem (reportatio of Reginald of Piperno) [Latin]",lectura super johannem; Super Ioannem,,,"Aquinas, Thomas, Saint, 1225–1274; Reginald, of Piperno, –1290",person_264344179 person_63019369,,,,,,la,,,"theology, bible",https://id.loc.gov/authorities/subjects/sh85134665.html https://id.loc.gov/authorities/subjects/sh85013576.html,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Stegmüller, Bibl. 8050; Glorieux, Théol. 14bm",http://www.repbib.uni-trier.de/cgi-bin/rebiIndex.tcl?ac=searchlist&tlnr=8050,ed. R. Cai (Turin/Rome 1952),,,
work_4774,,,,,,,"Aquinas, Thomas, Saint, 1225–1274: Quaestiones de anima [Latin]",questiones de anima,,,"Aquinas, Thomas, Saint, 1225–1274",person_264344179,,,,,,la,,,philosophy,https://id.loc.gov/authorities/subjects/sh85100849.html,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4775,,,,,,,"Aquinas, Thomas, Saint, 1225–1274: Quaestiones de quodlibet [Latin]",questiones quodlibetales,,,"Aquinas, Thomas, Saint, 1225–1274",person_264344179,,,,,,la,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Glorieux Rép. 14bg,,"STO 25/1 (Quodl. 7–11); STO 25/2 (Quodl. 1–3, 6, 4–5, and 12)",,,
work_4776,,,,,,,"Aquinas, Thomas, Saint, 1225–1274: Quaestiones de uirtutibus [Latin]",questiones de virtutibus,,,"Aquinas, Thomas, Saint, 1225–1274",person_264344179,,,,,,la,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4778,,,,,,,"Aquinas, Thomas, Saint, 1225–1274: Summa contra gentiles [Greek]",,,,"Aquinas, Thomas, Saint, 1225–1274",person_264344179,,,,,,grc,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4779,,,,,,,"Aquinas, Thomas, Saint, 1225–1274: Summa contra gentiles [Latin]",,,,"Aquinas, Thomas, Saint, 1225–1274",person_264344179,,,,,,la,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Stegmüller, Sent. 848; Glorieux, Théol. 14y",,STO 13–15,,,
work_4780,,,,,,,"Aquinas, Thomas, Saint, 1225–1274: Summa theologiae [Latin]",summa theologica; summa theologie,,,"Aquinas, Thomas, Saint, 1225–1274",person_264344179,,,,,,la,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Glorieux, Théol. 14ax",,STO vols. 4–12,,,
work_4781,,,,,,,"Aquinas, Thomas, Saint, 1225–1274: Summa theologiae [Greek]",summa theologica,,,"Aquinas, Thomas, Saint, 1225–1274",person_264344179,,,,,,grc,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4782,,,,,,,"Aquinas, Thomas, Saint, 1225–1274: Works [Greek]",,works,,"Aquinas, Thomas, Saint, 1225–1274",person_264344179,,,,,,grc,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4783,,,,,,,"Aquinas, Thomas, Saint, 1225–1274: Works [Latin]",,works,,"Aquinas, Thomas, Saint, 1225–1274",person_264344179,,,,,,la,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
work_4784,,,,,,,"Aquinas, Thomas, Saint, 1225–1274: De regimine principum [Latin]",,,,"Aquinas, Thomas, Saint, 1225–1274",person_264344179,,,,,,la,,,theology,https://id.loc.gov/authorities/subjects/sh85134665.html,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
