metadata: record UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,metadata: crArk,metadata: ieArk,metadata: SCN,metadata: TM,metadata: PR,metadata: diktyon,record: history,record: source,record: most recent change,record: quarto cat,record: summary,record: updated,publisher: institution,publisher: unit,publisher: department,location: settlement,location: institution,location: repository,availability: availability statement,surrogates: full digital facsimile(s),surrogates: full digital facsimile URI(s),surrogates: full iiif manifest,surrogates: partial digital facsimile(s),surrogates: partial digital facsimile URI(s),surrogates: partial iiif manifest,printed resources: bibliography,printed resources: URI(s),printed resources: ID(s),online resources: JONAS URI,online resources: bibliography,online resources: URI(s)
MS_Add_A_2_record_1,manuscript_39,Add_A,MS_Add_A_2,MS. Add. A. 2,manuscript,,MS_Add_A_2,ark:29072/x0z029p4069f,ark:29072/x0z316q089m4,28744.0,,,,"Description adapted (November 2024) by Stewart J. Brookes from the Summary Catalogue (1905). Decoration, localization and date follow Pächt and Alexander (1970) Summary Catalogue, Vol. 5, p. 502","Summary Catalogue, Vol. 5, p. 502",2024-11-13,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Add_A_4_record_1,manuscript_64,Add_A,MS_Add_A_4,MS. Add. A. 4,manuscript,,MS_Add_A_4,ark:29072/x03b5919622c,ark:29072/x0fb49485511,24750.0,,,,"Description adapted (May 2025) by Stewart J. Brookes from the Summary Catalogue (1905) Summary Catalogue, Vol. 5, p. 60","Summary Catalogue, Vol. 5, p. 60",2025-05-29,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Add_A_5_record_1,manuscript_68,Add_A,MS_Add_A_5,MS. Add. A. 5,manuscript,,MS_Add_A_5,ark:29072/x041687j457w,ark:29072/x07d278t56cf,24753.0,,,,"Description adapted (May 2025) by Stewart J. Brookes from the Summary Catalogue (1905) Summary Catalogue, Vol. 5, p. 61","Summary Catalogue, Vol. 5, p. 61",2025-05-29,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Add_A_6_record_1,manuscript_70,Add_A,MS_Add_A_6,MS. Add. A. 6,manuscript,,MS_Add_A_6,ark:29072/x047429b11vg,ark:29072/x0dv13zt38cn,24712.0,,,,"Description adapted (May 2025) by Stewart J. Brookes from the Summary Catalogue (1905) Summary Catalogue, Vol. 5, p. 49","Summary Catalogue, Vol. 5, p. 49",2025-05-29,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Add_A_7_record_1,manuscript_73,Add_A,MS_Add_A_7,MS. Add. A. 7,manuscript-composite,MS. Add. A. 7 – Part 1 MS. Add. A. 7 – Part 2 MS. Add. A. 7 – Part 3,MS_Add_A_7,ark:29072/x04q77fs28d9,ark:29072/x04t64gp11q1,28745.0,,,,"Description adapted (July 2025) by Stewart J. Brookes from the Summary Catalogue (1905). Decoration, localization and date follow Pächt and Alexander (1973) Summary Catalogue, Vol. 5, p. 502 Summary Catalogue, Vol. 5, p. 503","Summary Catalogue, Vol. 5, p. 502; Summary Catalogue, Vol. 5, p. 503",2025-07-21,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Add_A_8_record_1,manuscript_74,Add_A,MS_Add_A_8,MS. Add. A. 8,manuscript,,MS_Add_A_8,ark:29072/x04x51hj9512,ark:29072/x0b5644r8938,24757.0,,,,"Description adapted (May 2025) by Stewart J. Brookes from the Summary Catalogue (1905). Decoration, localization and date follow Pächt and Alexander (1970) Summary Catalogue, Vol. 5, p. 63 Summary Catalogue, Vol. 5, p. 64","Summary Catalogue, Vol. 5, p. 63; Summary Catalogue, Vol. 5, p. 64",2025-05-29,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Add_A_9_record_1,manuscript_75,Add_A,MS_Add_A_9,MS. Add. A. 9,manuscript,,MS_Add_A_9,ark:29072/x05138jf78bx,ark:29072/x02v23vv243m,24748.0,,,,"Description adapted (May 2025) by Stewart J. Brookes from the following sources: Summary Catalogue, Vol. 5, p. 59","Summary Catalogue, Vol. 5, p. 59",2025-05-29,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Add_A_10_record_1,manuscript_1,Add_A,MS_Add_A_10,MS. Add. A. 10,manuscript-composite,MS. Add. A. 10 - part A (upper text) MS. Add. A. 10 - part A (lower text) MS. Add. A. 10 - part B MS. Add. A. 10 - part C,MS_Add_A_10,ark:29072/x0rb68xb57mb,ark:29072/x05d86p0901q,24731.0,,,,"Description adapted (May 2022) from the Summary Catalogue (1905). Summary Catalogue, Vol. 5, p. 56","Summary Catalogue, Vol. 5, p. 56",2022-05-01,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Add_A_11_record_1,manuscript_9,Add_A,MS_Add_A_11,MS. Add. A. 11,manuscript,,MS_Add_A_11,ark:29072/x0st74cq078j,ark:29072/x0sx61dk90k3,28746.0,,,,"Adapted (2017) with corrections (identification of text) from A. G. Watson, Catalogue of Dated and Datable Manuscripts c.435–1600 in Oxford Libraries (Oxford, 1984), no. 1, and the Summary Catalogue (1905). Summary Catalogue, Vol. 5, p. 503","Summary Catalogue, Vol. 5, p. 503",2017-07-01,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Add_A_12_record_1,manuscript_13,Add_A,MS_Add_A_12,MS. Add. A. 12,manuscript,,MS_Add_A_12,ark:29072/x0th83kx90fr,ark:29072/x0k3569420vk,24759.0,,,,"Description adapted (May 2025) by Stewart J. Brookes from the Summary Catalogue (1905) with additional reference to published literature as cited. Summary Catalogue, Vol. 5, p. 64","Summary Catalogue, Vol. 5, p. 64",2025-05-29,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Add_A_13_record_1,manuscript_14,Add_A,MS_Add_A_13,MS. Add. A. 13,manuscript,,MS_Add_A_13,ark:29072/x0tm70mt73rm,ark:29072/x02227mq57m4,24775.0,,,,"Description adapted (May 2025) by Stewart J. Brookes from the Summary Catalogue (1905) Summary Catalogue, Vol. 5, p. 71","Summary Catalogue, Vol. 5, p. 71",2025-05-29,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Add_A_15_record_1,manuscript_16,Add_A,MS_Add_A_15,MS. Add. A. 15,manuscript,,MS_Add_A_15,ark:29072/x0tt44pm40cf,ark:29072/x0x059c651wh,24745.0,,,,"Description adapted (May 2025) by Stewart J. Brookes from the Summary Catalogue (1905). Decoration, localization and date follow Pächt and Alexander (1970) Summary Catalogue, Vol. 5, p. 59","Summary Catalogue, Vol. 5, p. 59",2025-05-29,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,True,https://digital.bodleian.ox.ac.uk/objects/07cc9bcc-f654-4e42-ab2a-619666905812/,https://iiif.bodleian.ox.ac.uk/iiif/manifest/07cc9bcc-f654-4e42-ab2a-619666905812.json,,,,,,
MS_Add_A_17_record_1,manuscript_24,Add_A,MS_Add_A_17,MS. Add. A. 17,manuscript,,MS_Add_A_17,ark:29072/x0vt150h73gp,ark:29072/x02801ph248f,24760.0,,,,"Description adapted (May 2025) by Stewart J. Brookes from the Summary Catalogue (1905) Summary Catalogue, Vol. 5, p. 64","Summary Catalogue, Vol. 5, p. 64",2025-05-29,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Add_A_18_record_1,manuscript_31,Add_A,MS_Add_A_18,MS. Add. A. 18,manuscript,,MS_Add_A_18,ark:29072/x0wp988j238m,ark:29072/x04x51hj73nk,24772.0,,,,"Description adapted (May 2025) by Stewart J. Brookes and Matthew Holford from the Summary Catalogue (1905) with additional reference to published literature as cited. Summary Catalogue, Vol. 5, p. 70","Summary Catalogue, Vol. 5, p. 70",2025-05-29,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Add_A_20_record_1,manuscript_40,Add_A,MS_Add_A_20,MS. Add. A. 20,manuscript,,MS_Add_A_20,ark:29072/x0z603qw72xm,ark:29072/x0m613mx3776,24758.0,,,,"Description adapted (July 2025) by Stewart J. Brookes from the Summary Catalogue (1905) Summary Catalogue, Vol. 5, p. 64","Summary Catalogue, Vol. 5, p. 64",2025-07-21,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Add_A_22_record_1,manuscript_42,Add_A,MS_Add_A_22,MS. Add. A. 22,manuscript-composite,MS. Add. A. 22 – Part 1 MS. Add. A. 22 – Part 2 MS. Add. A. 22 – Part 3,MS_Add_A_22,ark:29072/x0zg64tk22vw,ark:29072/x0zk51vg0653,28470.0,,,,"Summary description by Elizabeth Solopova and Matthew Holford, based on the Summary Catalogue and supplementary sources. Summary Catalogue, Vol. 5, p. 458","Summary Catalogue, Vol. 5, p. 458",2017-07-01,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,True,https://digital.bodleian.ox.ac.uk/objects/8b7a53e8-05cd-437d-a846-4eb8a97db1e1/,https://iiif.bodleian.ox.ac.uk/iiif/manifest/8b7a53e8-05cd-437d-a846-4eb8a97db1e1.json,,,,http://jonas.irht.cnrs.fr/manuscrit/39762,,
MS_Add_A_23_record_1,manuscript_44,Add_A,MS_Add_A_23,MS. Add. A. 23,manuscript,,MS_Add_A_23,ark:29072/x0zw12z4563m,ark:29072/x00v838157v1,24721.0,,,,"Description adapted (January 2025) by Stewart J. Brookes from the Summary Catalogue (1905) Summary Catalogue, Vol. 5, p. 52","Summary Catalogue, Vol. 5, p. 52",2025-01-07,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Add_A_25_record_1,manuscript_45,Add_A,MS_Add_A_25,MS. Add. A. 25,manuscript,,MS_Add_A_25,ark:29072/x000000129hm,ark:29072/x0gf06g273wd,28398.0,,,,"Description adapted (July 2025) by Stewart J. Brookes from the Summary Catalogue (1905) Summary Catalogue, Vol. 5, p. 443","Summary Catalogue, Vol. 5, p. 443",2025-07-25,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Add_A_26_record_1,manuscript_46,Add_A,MS_Add_A_26,MS. Add. A. 26,manuscript,,MS_Add_A_26,ark:29072/x002870x12tk,ark:29072/x005741s964m,28566.0,,,,"Description by Andrew Dunning (April 2021). Previously described: Summary Catalogue, Vol. 5, p. 476 Summary Catalogue, Vol. 5, p. 477","Summary Catalogue, Vol. 5, p. 476; Summary Catalogue, Vol. 5, p. 477",2021-04-15,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,True,https://digital.bodleian.ox.ac.uk/objects/89ad56ee-1b64-4ab8-8605-b141b9016cad/,https://iiif.bodleian.ox.ac.uk/iiif/manifest/89ad56ee-1b64-4ab8-8605-b141b9016cad.json,False,,,,,,,Manuscripts from German-Speaking Lands – A Polonsky Foundation Digitization Project,https://hab.bodleian.ox.ac.uk/en/
MS_Add_A_27_record_1,manuscript_49,Add_A,MS_Add_A_27,MS. Add. A. 27,manuscript,,MS_Add_A_27,ark:29072/x00p096812ps,ark:29072/x00r9674960d,28747.0,,,,"Description adapted (June 2025) by Stewart J. Brookes from the Summary Catalogue (1905) Summary Catalogue, Vol. 5, p. 503 Summary Catalogue, Vol. 5, p. 504","Summary Catalogue, Vol. 5, p. 503; Summary Catalogue, Vol. 5, p. 504",2025-06-19,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Add_A_29_record_1,manuscript_56,Add_A,MS_Add_A_29,MS. Add. A. 29,manuscript,,MS_Add_A_29,ark:29072/x01v53jz12d3,ark:29072/x0q524jn36hr,24754.0,,,,"Summary description by Elizabeth Solopova and Matthew Holford based on the Summary Catalogue and supplementary sources. Summary Catalogue, Vol. 5, p. 61","Summary Catalogue, Vol. 5, p. 61",2017-07-01,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Add_A_30_record_1,manuscript_57,Add_A,MS_Add_A_30,MS. Add. A. 30,manuscript-composite,MS. Add. A. 30 – Part 1 (fols. 1–236) MS. Add. A. 30 – Part 2 MS. Add. A. 30 – Part 3,MS_Add_A_30,ark:29072/x01z40kt95qs,ark:29072/x02227mq7910,30142.0,,,,"Adapted (2017) from A. G. Watson, Catalogue of Dated and Datable Manuscripts c.435–1600 in Oxford Libraries (Oxford, 1984), no. 2 [part 1 only], and from the Summary Catalogue (1905). Summary Catalogue, Vol. 5, p. 742 Summary Catalogue, Vol. 5, p. 743","Summary Catalogue, Vol. 5, p. 742; Summary Catalogue, Vol. 5, p. 743",2017-07-01,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Add_A_42_record_1,manuscript_65,Add_A,MS_Add_A_42,MS. Add. A. 42,manuscript,,MS_Add_A_42,ark:29072/x03f462645c7,ark:29072/x03j333328p3,30149.0,,,,"Description adapted (May 2025) by Stewart J. Brookes from the Summary Catalogue (1905) Summary Catalogue, Vol. 5, p. 744 Summary Catalogue, Vol. 5, p. 745","Summary Catalogue, Vol. 5, p. 744; Summary Catalogue, Vol. 5, p. 745",2025-05-29,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,Medieval Libraries of Great Britain (MLGB),https://mlgb.bodleian.ox.ac.uk/catalog/book_273
MS_Add_A_44_record_1,manuscript_66,Add_A,MS_Add_A_44,MS. Add. A. 44,manuscript,,MS_Add_A_44,ark:29072/x03n20401205,ark:29072/x03r074v959h,30151.0,,,,"Adapted by Matthew Holford (August 2022) from A. Wilmart, ‘Le Florilège Mixte de Thomas Bekynton’, Mediaeval and Renaissance Studies 1 (1941), 41–84 and 4 (1958), 35–90 ('Appendix'), with additional physical descripton and reference to published literature as cited. Wilmart's description provides further detail on the textual affiliations of several items. Summary Catalogue, Vol. 5, p. 745 Summary Catalogue, Vol. 5, p. 746","Summary Catalogue, Vol. 5, p. 745; Summary Catalogue, Vol. 5, p. 746",2022-08-01,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,True,https://digital.bodleian.ox.ac.uk/objects/569f9616-8df3-4fc4-b845-4d4118f7bd6b/,https://iiif.bodleian.ox.ac.uk/iiif/manifest/569f9616-8df3-4fc4-b845-4d4118f7bd6b.json,False,,,,,,,Mirabile ; Medieval Libraries of Great Britain (MLGB),https://www.mirabileweb.it/manuscript/oxford-bodleian-library-add-a-44-(s-c-30151)-bekyn-manuscript/14480 https://mlgb.bodleian.ox.ac.uk/catalog/book_5610
MS_Add_A_46_record_1,manuscript_67,Add_A,MS_Add_A_46,MS. Add. A. 46,manuscript,,MS_Add_A_46,ark:29072/x03t945r78mz,ark:29072/x03x816n61xp,30153.0,,,,"Description adapted (July 2025) by Stewart J. Brookes from the Summary Catalogue (1905). Decoration, localization and date follow Pächt and Alexander (1966). Extent and leaf dimensions are from van Dijk (1957) Summary Catalogue, Vol. 5, p. 746","Summary Catalogue, Vol. 5, p. 746",2025-07-21,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,True,https://digital.bodleian.ox.ac.uk/objects/5b5a488d-cf31-4bab-a347-b5ae26c01f12/,https://iiif.bodleian.ox.ac.uk/iiif/manifest/5b5a488d-cf31-4bab-a347-b5ae26c01f12.json,"S. J. P. van Dijk, Latin Liturgical Manuscripts in the Bodleian Library, Oxford, vol. 3: Rituals and Directories (typescript, 1957), p. 141",,,,Biblissima,https://iiif.biblissima.fr/collections/manifest/5a22fe191ce37f567ad237d2bb00c87c9ea6514e
MS_Add_A_50_record_1,manuscript_69,Add_A,MS_Add_A_50,MS. Add. A. 50,manuscript,,MS_Add_A_50,ark:29072/x044558f28jr,ark:29072/x0sq87bs621q,30156.0,,,,"Description adapted (May 2025) by Stewart J. Brookes from the Summary Catalogue (1905) Summary Catalogue, Vol. 5, p. 747","Summary Catalogue, Vol. 5, p. 747",2025-05-29,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Add_A_61_record_1,manuscript_71,Add_A,MS_Add_A_61,MS. Add. A. 61,manuscript,,MS_Add_A_61,ark:29072/x04b29b6955d,ark:29072/x04f16c378g8,28843.0,,,,"Description adapted (January 2025) by Stewart J. Brookes from Julia C. Crick, The Historia Regum Britannie of Geoffrey of Monmouth. III: A Summary Catalogue of the Manuscripts (D. S. Brewer, 1989). Described previously in the Summary Catalogue (1905) Summary Catalogue, Vol. 5, p. 515","Summary Catalogue, Vol. 5, p. 515",2025-01-21,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Add_A_62_record_1,manuscript_72,Add_A,MS_Add_A_62,MS. Add. A. 62,manuscript,,MS_Add_A_62,ark:29072/x04j03d061s0,ark:29072/x04m90dw453j,28844.0,,,,"Description adapted (May 2025) by Stewart J. Brookes from the Summary Catalogue (1905) Summary Catalogue, Vol. 5, p. 515","Summary Catalogue, Vol. 5, p. 515",2025-05-29,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Add_A_92_record_1,manuscript_76,Add_A,MS_Add_A_92,MS. Add. A. 92,manuscript,,MS_Add_A_92,ark:29072/x05425kb61nn,ark:29072/x09s161657xj,28897.0,,,,"Summary description (March 2021) by Peter Kidd, edited by Matthew Holford. Previously described in the Summary Catalogue. Summary Catalogue, Vol. 5, p. 522","Summary Catalogue, Vol. 5, p. 522",2021-03-30,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,True,https://digital.bodleian.ox.ac.uk/objects/394d2233-8981-42b0-bc76-10585a97c7b6/,https://iiif.bodleian.ox.ac.uk/iiif/manifest/394d2233-8981-42b0-bc76-10585a97c7b6.json,False,,,"James C. Cornette, Jr., Proverbs and Proverbial Expressions in the German Works of Martin Luther, Sprichwörterforschung 19 (Bern 1997",,,,Manuscripts from German-Speaking Lands – A Polonsky Foundation Digitization Project,https://hab.bodleian.ox.ac.uk/en/
MS_Add_A_100_record_1,manuscript_2,Add_A,MS_Add_A_100,MS. Add. A. 100,manuscript,,MS_Add_A_100,ark:29072/x0rf55z740x2,ark:29072/x0rj4304247g,28962.0,,,,"Adapted (2017) from A. G. Watson, Catalogue of Dated and Datable Manuscripts; Pächt and Alexander; and the Summary Catalogue (1905). Summary Catalogue, Vol. 5, p. 533","Summary Catalogue, Vol. 5, p. 533",2017-07-01,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,True,https://digital.bodleian.ox.ac.uk/objects/8e4dd812-6a54-4df9-a38b-ca2f6c8e72c1/,https://iiif.bodleian.ox.ac.uk/iiif/manifest/8e4dd812-6a54-4df9-a38b-ca2f6c8e72c1.json,False,,,"A. G. Watson, Catalogue of Dated and Datable Manuscripts c.435–1600 in Oxford Libraries (Oxford, 1984), no. 4; Otto Pächt and J. J. G. Alexander, Illuminated Manuscripts in the Bodleian Library, Oxford , I (1966), no. 671; S. J. P. van Dijk, Latin Liturgical Manuscripts in the Bodleian Library, Oxford, vol. 2: Office Books (typescript, 1957), p. 375",,,,,
MS_Add_A_103_record_1,manuscript_3,Add_A,MS_Add_A_103,MS. Add. A. 103,manuscript-composite,MS. Add. A. 103 – Part 1 MS. Add. A. 103 – Part 2 MS. Add. A. 103 – Part 3,MS_Add_A_103,ark:29072/x0rn301107jb,ark:29072/x0rr171w90vj,28964.0,,,,"Summary description by Elizabeth Solopova and Matthew Holford, based on the Summary Catalogue and supplementary sources. Summary Catalogue, Vol. 5, p. 534","Summary Catalogue, Vol. 5, p. 534",2017-07-01,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Add_A_105_record_1,manuscript_4,Add_A,MS_Add_A_105,MS. Add. A. 105,manuscript,,MS_Add_A_105,ark:29072/x0rv042s745r,ark:29072/x0rx913p57g6,29002.0,,,,"Description adapted (2024) from the Summary Catalogue (1905). Summary Catalogue, Vol. 5, p. 540","Summary Catalogue, Vol. 5, p. 540",2024-12-01,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Add_A_106_record_1,manuscript_5,Add_A,MS_Add_A_106,MS. Add. A. 106,manuscript,,MS_Add_A_106,ark:29072/x0s1784k40sx,ark:29072/x0s4655g2434,29003.0,,,,"Summary description by Elizabeth Solopova and Matthew Holford, based on the Summary Catalogue and supplementary sources. Summary Catalogue, Vol. 5, p. 540 Summary Catalogue, Vol. 5, p. 541","Summary Catalogue, Vol. 5, p. 540; Summary Catalogue, Vol. 5, p. 541",2022-04-04,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
MS_Add_A_107_record_1,manuscript_6,Add_A,MS_Add_A_107,MS. Add. A. 107,manuscript,,MS_Add_A_107,ark:29072/x0s7526c07d0,ark:29072/x0sb397790qf,29004.0,,,,"Description adapted (2024) from Summary Catalogue (1905). Decoration, localization and date follow Pächt and Alexander (1973). Summary Catalogue, Vol. 5, p. 541","Summary Catalogue, Vol. 5, p. 541",2024-12-01,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,"S. J. P. van Dijk, Latin Liturgical Manuscripts in the Bodleian Library, Oxford, vol. 3: Rituals and Directories (typescript, 1957), p. 143",,,http://jonas.irht.cnrs.fr/manuscrit/79110,,
MS_Add_A_108_record_1,manuscript_7,Add_A,MS_Add_A_108,MS. Add. A. 108,manuscript,,MS_Add_A_108,ark:29072/x0sf2684741n,ark:29072/x0sj139157bh,28994.0,,,,"Description adapted (May 2025) by Stewart J. Brookes from the Summary Catalogue (1905) Summary Catalogue, Vol. 5, p. 538","Summary Catalogue, Vol. 5, p. 538",2025-05-29,False,True,False,University of Oxford,Bodleian Libraries,Special Collections,Oxford,University of Oxford,Bodleian Library,,False,,,False,,,,,,,,
